"sku","short_description","description","meta_description"
"IL-CONFIG-099","Ideal Lux Cute è una lampada da tavolo per esterni portatile, dimmerabile e pensata per l’esterno, ideale per tavoli outdoor, balconi, terrazze, dehors, portici e zone lounge. Caratteristiche principali: dimensioni: Ø7,5cm x H20,8cm; 1 luce con attacco LED; sorgente LED 2,5W; alimentazione 3.7 V DC; classe III; protezione IP65; lampadina inclusa; dimmerabile. Le varianti selezionabili comprendono finiture Bianco, Caffè, Nero e Oro, così puoi coordinare finitura, luce e ingombro con l’arredo.","<p>Ideal Lux Cute è una lampada da tavolo per esterni portatile, dimmerabile e pensata per l’esterno. È pensata per tavoli outdoor, balconi, terrazze, dehors, portici e zone lounge: crea atmosfera senza vincoli di installazione, con formato compatto e luce regolabile. La sua presenza d’appoggio aiuta a completare l’illuminazione principale con una luce mirata, decorativa e piacevole da vivere ogni giorno.</p><p>La struttura è realizzata in materiali selezionati, con proporzioni pensate per l’uso su superfici d’appoggio. Le caratteristiche tecniche principali sono: dimensioni: Ø7,5cm x H20,8cm; 1 luce con attacco LED; sorgente LED 2,5W; alimentazione 3.7 V DC; classe III; protezione IP65; lampadina inclusa; dimmerabile.</p><p>La famiglia Cute permette di scegliere tra finiture Bianco, Caffè, Nero e Oro. In questo modo puoi selezionare la soluzione più adatta al contesto: Bianco, Caffè, Nero e Oro.</p><p>Questa lampada da tavolo Ideal Lux per esterni è indicata per creare atmosfera su tavoli outdoor, balconi, terrazze, portici e aree lounge. Può essere inserita in progetti residenziali o contract, anche in abbinamento ad applique, paletti e altre lampade da esterno per ottenere un’illuminazione coordinata.</p>","Ideal Lux Cute lampada da tavolo per esterni, ideale per terrazze, balconi, dehors e tavoli outdoor. Disponibile in Bianco, Caffè, Nero e Oro."
"IL-CONFIG-100","Ideal Lux Diamond TL1 è una lampada da tavolo per interni piccola e sfaccettata, con effetto luminoso decorativo, ideale per comodino, mensola, tavolino, ingresso e punti luce d’accento. Caratteristiche principali: materiali: alluminio e materiale plastico; dimensioni: Ø11cm x H12cm; 1 luce con attacco LED; sorgente LED 2W; alimentazione 5 V DC; classe III; lampadina inclusa; dimmerabile. La configurazione disponibile comprende finitura Trasparente, pensata per offrire un punto luce coerente e facile da inserire nel progetto d’arredo.","<p>Ideal Lux Diamond TL1 è una lampada da tavolo per interni piccola e sfaccettata, con effetto luminoso decorativo. È pensata per comodino, mensola, tavolino, ingresso e punti luce d’accento: funziona come luce d’atmosfera per aggiungere brillantezza a spazi contenuti. La sua presenza d’appoggio aiuta a completare l’illuminazione principale con una luce mirata, decorativa e piacevole da vivere ogni giorno.</p><p>La struttura è realizzata in alluminio e materiale plastico, con proporzioni pensate per l’uso su superfici d’appoggio. Le caratteristiche tecniche principali sono: materiali: alluminio e materiale plastico; dimensioni: Ø11cm x H12cm; 1 luce con attacco LED; sorgente LED 2W; alimentazione 5 V DC; classe III; lampadina inclusa; dimmerabile.</p><p>La configurazione Diamond TL1 comprende finitura Trasparente. È una scelta indicata quando si desidera un prodotto già definito, coerente nello stile e semplice da coordinare con gli altri elementi della stanza.</p><p>Scegliere Diamond TL1 significa aggiungere una lampada da tavolo Ideal Lux per interni adatta a camera da letto, soggiorno, studio o ingresso. Può essere posizionata su comodini, consolle, mensole o tavolini e coordinata con lampadari, applique o lampade da terra per un ambiente armonico e ben illuminato.</p>","Ideal Lux Diamond TL1 lampada da tavolo per interni, ideale per comodino, soggiorno, studio e ingresso. Disponibile in Trasparente."
"IL-CONFIG-101","Ideal Lux Diesis è una lampada da tavolo per interni tecnica ed elegante, adatta alla lettura, ideale per scrivania, studio, angolo lavoro, comodino e zona lettura. Caratteristiche principali: materiali: metallo e vetro; dimensioni: L19cm x H65,5cm x P43cm; 1 luce con attacco LED; sorgente LED 6,5W; alimentazione 220-240 V AC; classe II; lampadina inclusa; dimmerabile. Le varianti selezionabili comprendono finiture Nero, Nichel e Ottone, così puoi coordinare finitura, luce e ingombro con l’arredo.","<p>Ideal Lux Diesis è una lampada da tavolo per interni tecnica ed elegante, adatta alla lettura. È pensata per scrivania, studio, angolo lavoro, comodino e zona lettura: offre una luce orientata e regolabile, utile per attività quotidiane e home office. La sua presenza d’appoggio aiuta a completare l’illuminazione principale con una luce mirata, decorativa e piacevole da vivere ogni giorno.</p><p>La struttura è realizzata in metallo e vetro, con proporzioni pensate per l’uso su superfici d’appoggio. Le caratteristiche tecniche principali sono: materiali: metallo e vetro; dimensioni: L19cm x H65,5cm x P43cm; 1 luce con attacco LED; sorgente LED 6,5W; alimentazione 220-240 V AC; classe II; lampadina inclusa; dimmerabile.</p><p>La famiglia Diesis permette di scegliere tra finiture Nero, Nichel e Ottone. In questo modo puoi selezionare la soluzione più adatta al contesto: Nero, Nichel e Ottone.</p><p>Perfetta per chi cerca una lampada da tavolo Ideal Lux per interni adatta a lettura, studio e lavoro, Diesis valorizza scrivanie, scrittoi e comodini con una luce pratica e curata. Si abbina facilmente a plafoniere, sospensioni o lampade da terra per costruire un progetto luminoso completo.</p>","Ideal Lux Diesis lampada da tavolo per interni, ideale per comodino, soggiorno, studio e ingresso. Disponibile in Nero, Nichel e Ottone."
"IL-CONFIG-102","Ideal Lux Dorica TL1 è una lampada da tavolo per interni colorata, compatta e dal carattere contemporaneo, ideale per comodino, scrivania, libreria, ingresso, camera ragazzi e living. Caratteristiche principali: materiali: metallo e alluminio; dimensioni: Ø13cm x H25,5cm; 1 luce con attacco LED; sorgente LED 8W; alimentazione 220-240 V AC; classe II; lampadina inclusa; dimmerabile. Le varianti selezionabili comprendono finiture Acciaio, Arancione, Bianco, Blu, Bronzo, Grigio, Nero, Ottone e Rame, così puoi coordinare finitura, luce e ingombro con l’arredo.","<p>Ideal Lux Dorica TL1 è una lampada da tavolo per interni colorata, compatta e dal carattere contemporaneo. È pensata per comodino, scrivania, libreria, ingresso, camera ragazzi e living: la ricca scelta di finiture la rende adatta sia a interni sobri sia a spazi più vivaci. La sua presenza d’appoggio aiuta a completare l’illuminazione principale con una luce mirata, decorativa e piacevole da vivere ogni giorno.</p><p>La struttura è realizzata in metallo e alluminio, con proporzioni pensate per l’uso su superfici d’appoggio. Le caratteristiche tecniche principali sono: materiali: metallo e alluminio; dimensioni: Ø13cm x H25,5cm; 1 luce con attacco LED; sorgente LED 8W; alimentazione 220-240 V AC; classe II; lampadina inclusa; dimmerabile.</p><p>La famiglia Dorica TL1 permette di scegliere tra finiture Acciaio, Arancione, Bianco, Blu, Bronzo, Grigio, Nero, Ottone e Rame. In questo modo puoi selezionare la soluzione più adatta al contesto: Acciaio, Arancione, Bianco, Blu, Bronzo, Grigio, Nero, Ottone e Rame.</p><p>Scegliere Dorica TL1 significa aggiungere una lampada da tavolo Ideal Lux per interni adatta a camera da letto, soggiorno, studio o ingresso. Può essere posizionata su comodini, consolle, mensole o tavolini e coordinata con lampadari, applique o lampade da terra per un ambiente armonico e ben illuminato.</p>","Ideal Lux Dorica TL1 lampada da tavolo per interni, ideale per comodino, soggiorno, studio e ingresso."
"IL-CONFIG-103","Ideal Lux Driftwood TL1 è una lampada da tavolo per interni naturale e decorativa, con richiami al legno, ideale per soggiorno, camera da letto, case al mare, ambienti rustici e hospitality. Caratteristiche principali: materiali: tessuto e legno; dimensioni: Ø40cm x H52cm; 1 luce con attacco E27; potenza massima 1 x 60W; alimentazione 220-240 V AC; classe II; lampadina non inclusa; non dimmerabile. La configurazione disponibile comprende finitura Legno, pensata per offrire un punto luce coerente e facile da inserire nel progetto d’arredo.","<p>Ideal Lux Driftwood TL1 è una lampada da tavolo per interni naturale e decorativa, con richiami al legno. È pensata per soggiorno, camera da letto, case al mare, ambienti rustici e hospitality: valorizza arredi in stile naturale, boho o coastal con una luce calda e avvolgente. La sua presenza d’appoggio aiuta a completare l’illuminazione principale con una luce mirata, decorativa e piacevole da vivere ogni giorno.</p><p>La struttura è realizzata in tessuto e legno, con proporzioni pensate per l’uso su superfici d’appoggio. Le caratteristiche tecniche principali sono: materiali: tessuto e legno; dimensioni: Ø40cm x H52cm; 1 luce con attacco E27; potenza massima 1 x 60W; alimentazione 220-240 V AC; classe II; lampadina non inclusa; non dimmerabile.</p><p>La configurazione Driftwood TL1 comprende finitura Legno. È una scelta indicata quando si desidera un prodotto già definito, coerente nello stile e semplice da coordinare con gli altri elementi della stanza.</p><p>Scegliere Driftwood TL1 significa aggiungere una lampada da tavolo Ideal Lux per interni adatta a camera da letto, soggiorno, studio o ingresso. Può essere posizionata su comodini, consolle, mensole o tavolini e coordinata con lampadari, applique o lampade da terra per un ambiente armonico e ben illuminato.</p>","Ideal Lux Driftwood TL1 lampada da tavolo per interni, ideale per comodino, soggiorno, studio e ingresso. Disponibile in Legno."
"IL-CONFIG-104","Ideal Lux Duchessa TL1 è una lampada da tavolo per interni classica e luminosa, con presenza importante, ideale per camera da letto, soggiorno elegante, consolle, comò e suite hotel. Caratteristiche principali: materiali: metallo, vetro e tessuto; dimensioni: Ø36cm x H64cm; 1 luce con attacco E27; potenza massima 1 x 60W; alimentazione 220-240 V AC; classe II; lampadina non inclusa; non dimmerabile. La configurazione disponibile comprende finitura Trasparente, pensata per offrire un punto luce coerente e facile da inserire nel progetto d’arredo.","<p>Ideal Lux Duchessa TL1 è una lampada da tavolo per interni classica e luminosa, con presenza importante. È pensata per camera da letto, soggiorno elegante, consolle, comò e suite hotel: è adatta a chi cerca una lampada d’appoggio scenografica e ricercata. La sua presenza d’appoggio aiuta a completare l’illuminazione principale con una luce mirata, decorativa e piacevole da vivere ogni giorno.</p><p>La struttura è realizzata in metallo, vetro e tessuto, con proporzioni pensate per l’uso su superfici d’appoggio. Le caratteristiche tecniche principali sono: materiali: metallo, vetro e tessuto; dimensioni: Ø36cm x H64cm; 1 luce con attacco E27; potenza massima 1 x 60W; alimentazione 220-240 V AC; classe II; lampadina non inclusa; non dimmerabile.</p><p>La configurazione Duchessa TL1 comprende finitura Trasparente. È una scelta indicata quando si desidera un prodotto già definito, coerente nello stile e semplice da coordinare con gli altri elementi della stanza.</p><p>Scegliere Duchessa TL1 significa inserire una lampada da tavolo Ideal Lux per interni dal carattere elegante, ideale per camera da letto, soggiorno, ingresso o ambienti hospitality. È adatta a completare arredi classici, ricercati o glamour con una luce decorativa e accogliente.</p>","Ideal Lux Duchessa TL1 lampada da tavolo per interni, ideale per comodino, soggiorno, studio e ingresso. Disponibile in Trasparente."
"IL-CONFIG-105","Ideal Lux Easy è una lampada da tavolo per interni snella e tecnica, pensata per luce di lettura, ideale per scrivania, comodino, studio, ufficio domestico e zona lettura. Caratteristiche principali: materiali: metallo; dimensioni: L12,7cm x H46cm x P26cm; 1 luce con attacco LED; sorgente LED 3,5W; alimentazione 220-240 V AC; classe II; lampadina inclusa; non dimmerabile. Le varianti selezionabili comprendono finiture Bianco, Nero e Ottone, così puoi coordinare finitura, luce e ingombro con l’arredo.","<p>Ideal Lux Easy è una lampada da tavolo per interni snella e tecnica, pensata per luce di lettura. È pensata per scrivania, comodino, studio, ufficio domestico e zona lettura: garantisce un punto luce preciso senza appesantire il piano d’appoggio. La sua presenza d’appoggio aiuta a completare l’illuminazione principale con una luce mirata, decorativa e piacevole da vivere ogni giorno.</p><p>La struttura è realizzata in metallo, con proporzioni pensate per l’uso su superfici d’appoggio. Le caratteristiche tecniche principali sono: materiali: metallo; dimensioni: L12,7cm x H46cm x P26cm; 1 luce con attacco LED; sorgente LED 3,5W; alimentazione 220-240 V AC; classe II; lampadina inclusa; non dimmerabile.</p><p>La famiglia Easy permette di scegliere tra finiture Bianco, Nero e Ottone. In questo modo puoi selezionare la soluzione più adatta al contesto: Bianco, Nero e Ottone.</p><p>Perfetta per chi cerca una lampada da tavolo Ideal Lux per interni adatta a lettura, studio e lavoro, Easy valorizza scrivanie, scrittoi e comodini con una luce pratica e curata. Si abbina facilmente a plafoniere, sospensioni o lampade da terra per costruire un progetto luminoso completo.</p>","Ideal Lux Easy lampada da tavolo per interni, ideale per comodino, soggiorno, studio e ingresso. Disponibile in Bianco, Nero e Ottone."
"IL-CONFIG-106","Ideal Lux Edo TL1 è una lampada da tavolo per interni semplice e luminosa, con diffusore in vetro, ideale per comodino, tavolino, ingresso, mensola e camera da letto. Caratteristiche principali: materiali: vetro; dimensioni: Ø12cm x H35cm; 1 luce con attacco E27; potenza massima 1 x 60W; alimentazione 220-240 V AC; classe II; lampadina non inclusa; non dimmerabile. La configurazione disponibile comprende finitura Bianco, pensata per offrire un punto luce coerente e facile da inserire nel progetto d’arredo.","<p>Ideal Lux Edo TL1 è una lampada da tavolo per interni semplice e luminosa, con diffusore in vetro. È pensata per comodino, tavolino, ingresso, mensola e camera da letto: crea una luce diffusa e rassicurante, facile da inserire in molti stili d’arredo. La sua presenza d’appoggio aiuta a completare l’illuminazione principale con una luce mirata, decorativa e piacevole da vivere ogni giorno.</p><p>La struttura è realizzata in vetro, con proporzioni pensate per l’uso su superfici d’appoggio. Le caratteristiche tecniche principali sono: materiali: vetro; dimensioni: Ø12cm x H35cm; 1 luce con attacco E27; potenza massima 1 x 60W; alimentazione 220-240 V AC; classe II; lampadina non inclusa; non dimmerabile.</p><p>La configurazione Edo TL1 comprende finitura Bianco. È una scelta indicata quando si desidera un prodotto già definito, coerente nello stile e semplice da coordinare con gli altri elementi della stanza.</p><p>Scegliere Edo TL1 significa aggiungere una lampada da tavolo Ideal Lux per interni adatta a camera da letto, soggiorno, studio o ingresso. Può essere posizionata su comodini, consolle, mensole o tavolini e coordinata con lampadari, applique o lampade da terra per un ambiente armonico e ben illuminato.</p>","Ideal Lux Edo TL1 lampada da tavolo per interni, ideale per comodino, soggiorno, studio e ingresso. Disponibile in Bianco."
"IL-CONFIG-107","Ideal Lux Enya è una lampada da tavolo per esterni ricaricabile, compatta e adatta all’outdoor, ideale per tavoli all’aperto, balconi, terrazze, dehors e zone relax. Caratteristiche principali: materiali: alluminio e metallo; dimensioni: L12cm x H30cm x P12cm; 1 luce con attacco LED; sorgente LED 5W; alimentazione 5 V DC; classe III; protezione IP54; lampadina inclusa; dimmerabile. Le varianti selezionabili comprendono finiture Bianco, Caffè e Nero, così puoi coordinare finitura, luce e ingombro con l’arredo.","<p>Ideal Lux Enya è una lampada da tavolo per esterni ricaricabile, compatta e adatta all’outdoor. È pensata per tavoli all’aperto, balconi, terrazze, dehors e zone relax: permette di portare luce dove serve, anche in spazi esterni senza prese vicine. La sua presenza d’appoggio aiuta a completare l’illuminazione principale con una luce mirata, decorativa e piacevole da vivere ogni giorno.</p><p>La struttura è realizzata in alluminio e metallo, con proporzioni pensate per l’uso su superfici d’appoggio. Le caratteristiche tecniche principali sono: materiali: alluminio e metallo; dimensioni: L12cm x H30cm x P12cm; 1 luce con attacco LED; sorgente LED 5W; alimentazione 5 V DC; classe III; protezione IP54; lampadina inclusa; dimmerabile.</p><p>La famiglia Enya permette di scegliere tra finiture Bianco, Caffè e Nero. In questo modo puoi selezionare la soluzione più adatta al contesto: Bianco, Caffè e Nero.</p><p>Questa lampada da tavolo Ideal Lux per esterni è indicata per creare atmosfera su tavoli outdoor, balconi, terrazze, portici e aree lounge. Può essere inserita in progetti residenziali o contract, anche in abbinamento ad applique, paletti e altre lampade da esterno per ottenere un’illuminazione coordinata.</p>","Ideal Lux Enya lampada da tavolo per esterni, ideale per terrazze, balconi, dehors e tavoli outdoor. Disponibile in Bianco, Caffè e Nero."
"IL-CONFIG-108","Ideal Lux Essence TL ROUND è una lampada da tavolo per interni minimalista e sottile, con luce LED integrata, ideale per comodino, scrivania, consolle, ingresso e living contemporaneo. Caratteristiche principali: materiali: metallo e vetro; dimensioni: L5cm x H39,5cm x P5,5cm; 1 luce con attacco LED; sorgente LED 12W; alimentazione 220-240 V AC; classe II; lampadina inclusa; dimmerabile. Le varianti selezionabili comprendono finiture Bianco e Nero; temperature colore 3000K, così puoi coordinare finitura, luce e ingombro con l’arredo.","<p>Ideal Lux Essence TL ROUND è una lampada da tavolo per interni minimalista e sottile, con luce LED integrata. È pensata per comodino, scrivania, consolle, ingresso e living contemporaneo: è pensata per ambienti moderni dove contano pulizia formale e luce confortevole. La sua presenza d’appoggio aiuta a completare l’illuminazione principale con una luce mirata, decorativa e piacevole da vivere ogni giorno.</p><p>La struttura è realizzata in metallo e vetro, con proporzioni pensate per l’uso su superfici d’appoggio. Le caratteristiche tecniche principali sono: materiali: metallo e vetro; dimensioni: L5cm x H39,5cm x P5,5cm; 1 luce con attacco LED; sorgente LED 12W; alimentazione 220-240 V AC; classe II; lampadina inclusa; dimmerabile.</p><p>La famiglia Essence TL ROUND permette di scegliere tra finiture Bianco e Nero; temperature colore 3000K. In questo modo puoi selezionare la soluzione più adatta al contesto: Bianco 3000K e Nero 3000K.</p><p>Scegliere Essence TL ROUND significa aggiungere una lampada da tavolo Ideal Lux per interni adatta a camera da letto, soggiorno, studio o ingresso. Può essere posizionata su comodini, consolle, mensole o tavolini e coordinata con lampadari, applique o lampade da terra per un ambiente armonico e ben illuminato.</p>","Ideal Lux Essence TL ROUND lampada da tavolo per interni, ideale per comodino, soggiorno, studio e ingresso. Disponibile in Bianco e Nero, luce 3000K."
"IL-CONFIG-109","Ideal Lux Essence TL SQUARE è una lampada da tavolo per interni minimalista e sottile, con luce LED integrata, ideale per comodino, scrivania, consolle, ingresso e living contemporaneo. Caratteristiche principali: materiali: metallo e vetro; dimensioni: L5cm x H39,5cm x P5,5cm; 1 luce con attacco LED; sorgente LED 12W; alimentazione 220-240 V AC; classe II; lampadina inclusa; dimmerabile. Le varianti selezionabili comprendono finiture Bianco e Nero; temperature colore 3000K, così puoi coordinare finitura, luce e ingombro con l’arredo.","<p>Ideal Lux Essence TL SQUARE è una lampada da tavolo per interni minimalista e sottile, con luce LED integrata. È pensata per comodino, scrivania, consolle, ingresso e living contemporaneo: è pensata per ambienti moderni dove contano pulizia formale e luce confortevole. La sua presenza d’appoggio aiuta a completare l’illuminazione principale con una luce mirata, decorativa e piacevole da vivere ogni giorno.</p><p>La struttura è realizzata in metallo e vetro, con proporzioni pensate per l’uso su superfici d’appoggio. Le caratteristiche tecniche principali sono: materiali: metallo e vetro; dimensioni: L5cm x H39,5cm x P5,5cm; 1 luce con attacco LED; sorgente LED 12W; alimentazione 220-240 V AC; classe II; lampadina inclusa; dimmerabile.</p><p>La famiglia Essence TL SQUARE permette di scegliere tra finiture Bianco e Nero; temperature colore 3000K. In questo modo puoi selezionare la soluzione più adatta al contesto: Bianco 3000K e Nero 3000K.</p><p>Scegliere Essence TL SQUARE significa aggiungere una lampada da tavolo Ideal Lux per interni adatta a camera da letto, soggiorno, studio o ingresso. Può essere posizionata su comodini, consolle, mensole o tavolini e coordinata con lampadari, applique o lampade da terra per un ambiente armonico e ben illuminato.</p>","Ideal Lux Essence TL SQUARE lampada da tavolo per interni, ideale per comodino, soggiorno, studio e ingresso. Disponibile in Bianco e Nero, luce 3000K."
"IL-CONFIG-110","Ideal Lux Filo TL è una lampada da tavolo per interni grafica e leggera, con linea slanciata, ideale per comodino, scrivania, consolle, libreria e angolo lettura. Caratteristiche principali: materiali: alluminio e metallo; dimensioni: Ø15cm x H47cm; 1 luce con attacco LED; sorgente LED 10W; alimentazione 220-240 V AC; classe II; lampadina inclusa; non dimmerabile. Le varianti selezionabili comprendono finiture Bianco, Nero e Ottone; temperature colore 3000K, così puoi coordinare finitura, luce e ingombro con l’arredo.","<p>Ideal Lux Filo TL è una lampada da tavolo per interni grafica e leggera, con linea slanciata. È pensata per comodino, scrivania, consolle, libreria e angolo lettura: disegna una presenza luminosa sottile, adatta a interni essenziali e curati. La sua presenza d’appoggio aiuta a completare l’illuminazione principale con una luce mirata, decorativa e piacevole da vivere ogni giorno.</p><p>La struttura è realizzata in alluminio e metallo, con proporzioni pensate per l’uso su superfici d’appoggio. Le caratteristiche tecniche principali sono: materiali: alluminio e metallo; dimensioni: Ø15cm x H47cm; 1 luce con attacco LED; sorgente LED 10W; alimentazione 220-240 V AC; classe II; lampadina inclusa; non dimmerabile.</p><p>La famiglia Filo TL permette di scegliere tra finiture Bianco, Nero e Ottone; temperature colore 3000K. In questo modo puoi selezionare la soluzione più adatta al contesto: Bianco 3000K, Nero 3000K e Ottone 3000K.</p><p>Scegliere Filo TL significa aggiungere una lampada da tavolo Ideal Lux per interni adatta a camera da letto, soggiorno, studio o ingresso. Può essere posizionata su comodini, consolle, mensole o tavolini e coordinata con lampadari, applique o lampade da terra per un ambiente armonico e ben illuminato.</p>","Ideal Lux Filo TL lampada da tavolo per interni, ideale per comodino, soggiorno, studio e ingresso. Disponibile in Bianco, Nero e Ottone, luce 3000K."
"IL-CONFIG-111","Ideal Lux Firenze TL1 è una lampada da tavolo per interni classica e decorativa, dal gusto tradizionale, ideale per camera da letto, salotto, studio classico, ingresso e strutture ricettive. Caratteristiche principali: materiali: metallo, tessuto e resina; dimensioni: Ø24cm x H35cm; 1 luce con attacco E14; potenza massima 1 x 40W; alimentazione 220-240 V AC; classe II; lampadina non inclusa; non dimmerabile. Le varianti selezionabili comprendono finiture Bianco e Oro, così puoi coordinare finitura, luce e ingombro con l’arredo.","<p>Ideal Lux Firenze TL1 è una lampada da tavolo per interni classica e decorativa, dal gusto tradizionale. È pensata per camera da letto, salotto, studio classico, ingresso e strutture ricettive: arricchisce l’ambiente con una luce calda e dettagli ornamentali. La sua presenza d’appoggio aiuta a completare l’illuminazione principale con una luce mirata, decorativa e piacevole da vivere ogni giorno.</p><p>La struttura è realizzata in metallo, tessuto e resina, con proporzioni pensate per l’uso su superfici d’appoggio. Le caratteristiche tecniche principali sono: materiali: metallo, tessuto e resina; dimensioni: Ø24cm x H35cm; 1 luce con attacco E14; potenza massima 1 x 40W; alimentazione 220-240 V AC; classe II; lampadina non inclusa; non dimmerabile.</p><p>La famiglia Firenze TL1 permette di scegliere tra finiture Bianco e Oro. In questo modo puoi selezionare la soluzione più adatta al contesto: Bianco e Oro.</p><p>Scegliere Firenze TL1 significa inserire una lampada da tavolo Ideal Lux per interni dal carattere elegante, ideale per camera da letto, soggiorno, ingresso o ambienti hospitality. È adatta a completare arredi classici, ricercati o glamour con una luce decorativa e accogliente.</p>","Ideal Lux Firenze TL1 lampada da tavolo per interni, ideale per comodino, soggiorno, studio e ingresso. Disponibile in Bianco e Oro."
"IL-CONFIG-112","Ideal Lux Futura è una lampada da tavolo per interni snodata e orientabile, progettata per il lavoro, ideale per scrivania, studio, ufficio, postazione home office e banco lettura. Caratteristiche principali: materiali: alluminio, metallo e materiale plastico; dimensioni: L58cm x H65,5cm x P18,5cm; 1 luce con attacco LED; sorgente LED 12,5W; alimentazione 100-240 V AC; classe II; lampadina inclusa; dimmerabile. Le varianti selezionabili comprendono finiture Alluminio, Bianco e Nero, così puoi coordinare finitura, luce e ingombro con l’arredo.","<p>Ideal Lux Futura è una lampada da tavolo per interni snodata e orientabile, progettata per il lavoro. È pensata per scrivania, studio, ufficio, postazione home office e banco lettura: consente di direzionare il fascio luminoso in modo pratico durante lettura e attività operative. La sua presenza d’appoggio aiuta a completare l’illuminazione principale con una luce mirata, decorativa e piacevole da vivere ogni giorno.</p><p>La struttura valorizza alluminio, metallo e materiale plastico con dettagli costruttivi curati. Braccio in alluminio e plastica, snodato con cavo a vista in pvc. Diffusore orientabile a led e interruttore incorporato. Spina con alimentatore. Le caratteristiche tecniche principali sono: materiali: alluminio, metallo e materiale plastico; dimensioni: L58cm x H65,5cm x P18,5cm; 1 luce con attacco LED; sorgente LED 12,5W; alimentazione 100-240 V AC; classe II; lampadina inclusa; dimmerabile.</p><p>La famiglia Futura permette di scegliere tra finiture Alluminio, Bianco e Nero. In questo modo puoi selezionare la soluzione più adatta al contesto: Alluminio, Bianco e Nero.</p><p>Perfetta per chi cerca una lampada da tavolo Ideal Lux per interni adatta a lettura, studio e lavoro, Futura valorizza scrivanie, scrittoi e comodini con una luce pratica e curata. Si abbina facilmente a plafoniere, sospensioni o lampade da terra per costruire un progetto luminoso completo.</p>","Ideal Lux Futura lampada da tavolo per interni, ideale per comodino, soggiorno, studio e ingresso. Disponibile in Alluminio, Bianco e Nero."
"IL-CONFIG-113","Ideal Lux Kali'-1 TL1 è una lampada da tavolo per interni delicata e decorativa, con paralume in tessuto, ideale per comodino, cameretta, ingresso, mensola e piccolo tavolino. Caratteristiche principali: materiali: metallo e tessuto; dimensioni: L12,5cm x H29,5cm x P11cm; 1 luce con attacco E14; potenza massima 1 x 40W; alimentazione 220-240 V AC; classe II; lampadina non inclusa; non dimmerabile. La configurazione disponibile comprende finitura Bianco, pensata per offrire un punto luce coerente e facile da inserire nel progetto d’arredo.","<p>Ideal Lux Kali'-1 TL1 è una lampada da tavolo per interni delicata e decorativa, con paralume in tessuto. È pensata per comodino, cameretta, ingresso, mensola e piccolo tavolino: è adatta a chi cerca una lampada compatta dalla luce morbida. La sua presenza d’appoggio aiuta a completare l’illuminazione principale con una luce mirata, decorativa e piacevole da vivere ogni giorno.</p><p>La struttura è realizzata in metallo e tessuto, con proporzioni pensate per l’uso su superfici d’appoggio. Le caratteristiche tecniche principali sono: materiali: metallo e tessuto; dimensioni: L12,5cm x H29,5cm x P11cm; 1 luce con attacco E14; potenza massima 1 x 40W; alimentazione 220-240 V AC; classe II; lampadina non inclusa; non dimmerabile.</p><p>La configurazione Kali'-1 TL1 comprende finitura Bianco. È una scelta indicata quando si desidera un prodotto già definito, coerente nello stile e semplice da coordinare con gli altri elementi della stanza.</p><p>Scegliere Kali'-1 TL1 significa aggiungere una lampada da tavolo Ideal Lux per interni adatta a camera da letto, soggiorno, studio o ingresso. Può essere posizionata su comodini, consolle, mensole o tavolini e coordinata con lampadari, applique o lampade da terra per un ambiente armonico e ben illuminato.</p>","Ideal Lux Kali'-1 TL1 lampada da tavolo per interni, ideale per comodino, soggiorno, studio e ingresso. Disponibile in Bianco."
"IL-CONFIG-114","Ideal Lux Kali'-2 TL1 è una lampada da tavolo per interni morbida e decorativa, con forma equilibrata, ideale per comodino, camera da letto, ingresso, mensola e soggiorno. Caratteristiche principali: materiali: metallo e tessuto; dimensioni: Ø20cm x H28,5cm; 1 luce con attacco E14; potenza massima 1 x 40W; alimentazione 220-240 V AC; classe II; lampadina non inclusa; non dimmerabile. La configurazione disponibile comprende finitura Bianco, pensata per offrire un punto luce coerente e facile da inserire nel progetto d’arredo.","<p>Ideal Lux Kali'-2 TL1 è una lampada da tavolo per interni morbida e decorativa, con forma equilibrata. È pensata per comodino, camera da letto, ingresso, mensola e soggiorno: illumina con discrezione e si abbina facilmente a interni chiari e rilassanti. La sua presenza d’appoggio aiuta a completare l’illuminazione principale con una luce mirata, decorativa e piacevole da vivere ogni giorno.</p><p>La struttura è realizzata in metallo e tessuto, con proporzioni pensate per l’uso su superfici d’appoggio. Le caratteristiche tecniche principali sono: materiali: metallo e tessuto; dimensioni: Ø20cm x H28,5cm; 1 luce con attacco E14; potenza massima 1 x 40W; alimentazione 220-240 V AC; classe II; lampadina non inclusa; non dimmerabile.</p><p>La configurazione Kali'-2 TL1 comprende finitura Bianco. È una scelta indicata quando si desidera un prodotto già definito, coerente nello stile e semplice da coordinare con gli altri elementi della stanza.</p><p>Scegliere Kali'-2 TL1 significa aggiungere una lampada da tavolo Ideal Lux per interni adatta a camera da letto, soggiorno, studio o ingresso. Può essere posizionata su comodini, consolle, mensole o tavolini e coordinata con lampadari, applique o lampade da terra per un ambiente armonico e ben illuminato.</p>","Ideal Lux Kali'-2 TL1 lampada da tavolo per interni, ideale per comodino, soggiorno, studio e ingresso. Disponibile in Bianco."
